,0,1,2,3
433,신대방,서울시 동작구 대방동 409-10,서울특별시,02-812-0085
434,암사점,서울 강동구 암사동 425-197번지,서울특별시,02-427-9255
435,풍납점,서울 송파구 풍납동 392번지,서울특별시,02-473-9927
436,송파점,서울 송파구 송파동 135-18 102호,서울특별시,02-419-4734
437,문정점,서울 송파구 문정동 29,서울특별시,02-403-9761
438,오금점,서울 송파구 오금동 151-6번지,서울특별시,02-431-6678
439,일원점,서울시 강남 일원 682-7 1층,서울특별시,02-3411-0166
440,삼전점,서울시 송파 삼전 167-17,서울특별시,02-419-5544
441,신천점,서울시 송파 잠실 185-9,서울특별시,02-423-5183
442,압구정점,서울 강남구 신사동 653-15번지 2층,서울특별시,02-545-1027
443,잠원점,서울 서초구 잠원동 53번지 현대상사 1층 6호,서울특별시,02-592-2244
444,방배점,서울 서초구 방배동 868-28번지,서울특별시,02-594-6866
445,양재점,서울 서초구 양재동 6-37번지,서울특별시,02-576-9204
446,대치점,서울 강남구 대치동 922-14번지,서울특별시,02-562-9282
447,서초점,서울 서초구 서초동 1342번지,서울특별시,02-522-9272
448,역삼점,서울 강남구 역삼동 782-28번지,서울특별시,02-553-7749
449,논현점,서울 강남구 논현동 192-1번지,서울특별시,02-517-4178
450,여의도점,서울시 영등포구 여의도동50 시범상가 ,서울특별시,02-782-0520
451,대방점,서울 동작구 대방동 11-51,서울특별시,02-817-7979
452,장승배기점,서울 동작 상도 373-72번지,서울특별시,02-816-7007
453,봉천점,서울 관악구 봉천동 885-1번지,서울특별시,02-877-1122
454,행운점,서울 관악구 행운동 66-117번지,서울특별시,050-7744-5257
455,우장산점,서울특별시 강서구 강서로 46길 51(내발산동),서울특별시,02-2659-9279
456,화곡역점,서울특별시 강서구 화곡동 1062-20 2층,서울특별시,02-2699-3392
457,신정1점,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)",서울특별시,02-2651-9282
458,신도림점,서울시 구로구 신도림동 396 - 140,서울특별시,02-2632-6612
459,신정7점,서울특별시 양천구 신정동 203-1,서울특별시,02-2648-5191
460,당산점,서울 영등포구 당산동1가 378번지,서울특별시,02-2678-9282
461,대림점,서울시 영등포구 대림동 1027-16,서울특별시,02-834-3042
462,구로가산점,서울 구로구 구로동 792-22번지,서울특별시,02-853-0808
463,독산점,서울시 금천구 독산 179-12,서울특별시,02-853-7714
464,시흥점,서울시 금천구 시흥동 887-24,서울특별시,02-807-6618
465,원종점,경기도 부천시 원종동 382-7,경기도,032-675-4578
466,목동점,"서울특별시 양천구 목동중앙서로 40 (목동,1층)",서울특별시,02-2061-9292
467,사당점,동작구 사당동 312-9번지,서울특별시,02-588-9293
468,상도점,서울 동작구 상도동156-22,서울특별시,02-3280-7088
469,동방점,서울시 관악 신림 246-23,서울특별시,02-871-6111
470,신림점,서울시 관악구 신림동 96-87,서울특별시,02-872-6904
471,개봉점,"서울특별시 구로구 고척로27길 58, 1층(개봉동)",서울특별시,02-2060-9253
472,신정점,"서울특별시 양천구 신정로11길 62, 1층(신정동, 유광빌딩)",서울특별시,02-2616-4331
473,화곡1점,"서울특별시 강서구 가로공원로 233  101(화곡동,뉴파인아파트상가1층)",서울특별시,02-2061-9284
474,개봉2점,서울특별시 구로구 개봉동 357-22,서울특별시,02-2689-0900
475,오류점,서울특별시 구로구 오류동 81-271,서울특별시,02-2688-0610
476,가좌점,인천시 서구 가좌동 142-45,인천광역시,032-582-0099
477,신현점,인천시 서구 신현동 279-5,인천광역시,032-578-7730
478,청라점,인천 서구 연희동 763-19,인천광역시,032-566-9599
479,하늘도시점,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)",인천광역시,032-746-8990
480,검암점,인천 서구 승학로 313-1,인천광역시,032-561-0702
481,온수점,인천 강화군 강화읍 길상면 온수리 538-10,인천광역시,032-937-9392
482,검단점,인천 서구 검단로 487번길 5,인천광역시,032-569-2848
483,마전점,인천 서구 완정로 34번길 47,인천광역시,032-566-8295
484,만수2점,"인천 남동구 백범로 206번길 13(만수동 ,1층)",인천광역시,032-461-7735
485,만수3점,인천광역시 남동구 만수6동 1026-1,인천광역시,032-467-1717
486,주안4점,인천시 남구 주안4동 414-32,인천광역시,032-433-2490
487,주안점,인천 남구 주안8동 1528-14,인천광역시,032-431-2877
488,구월3점,인천시 남동구 구월동 1359-20,인천광역시,032-766-9981
489,연안점,인천 중구 항동7가 58-4 라이프상가 1-107,인천광역시,032-886-7851
490,용현점,인천광역시 남구 용현동 342-2,인천광역시,032-885-4229
491,송림3점,인천시 동구 송림동 60-31,인천광역시,032-764-7999
492,송림점,인천 동구 송림2동 55-1,인천광역시,032-773-3297
493,송도점,인천시 연수구 컨밴시아대로 42번길 12,인천광역시,032-834-6272
494,인천논현점,인천광역시 남동구 논고개로 86,인천광역시,032-435-5599
495,병방점,인천시 계양구 병방동 92-26,인천광역시,032-544-5592
496,케이준 계양점,인천시 계양구 용종동 214-1,인천광역시,032-553-3927
497,계산점,인천시 계양구 계수로1,인천광역시,032-551-0122
498,효성점,인천시 계양구 효성동 192-1 (104호),인천광역시,032-553-9595
499,산곡점,인천시 부평구 산곡동 317-116,인천광역시,032-524-8787
500,간석점,인천 남동구 간석동 113-1번지 102호,인천광역시,032-442-1406
501,구월점,인천 남동구 구월동 1248-44,인천광역시,032-466-6222
502,진두점,인천시 옹진군 영흥면 내리 8-200,인천광역시,032-888-5534
503,부개점,인천시 부평구 부개동 140-22,인천광역시,032-361-9951
504,케이준 삼산점,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호,인천광역시,032-330-8600
505,부평점,인천시 부평구 부평동 904-16,인천광역시,032-361-2555
506,주안2점,인천광역시 남구 주안2동 550-23,인천광역시,032-872-5028
507,동수역점,인천시 부평구 경인로 887,인천광역시,032-519-0555
508,학익점,인천시 남구 학익동665-3,인천광역시,032-874-2271
509,연수점,인천 연수구 연수동 497-7,인천광역시,032-818-2616
510,옥련청학점,인천 연수구 옥련동 367-7,인천광역시,031-831-8292
511,육사점,서울시 노원구 공릉동 공릉사서함 77-5,서울특별시,02-2197-5941
512,수유화계점,서울시 강북구 노해로17길 51,서울특별시,02-992-8881
513,창5점(쌍용),"서울특별시 도봉구 마들로 555, 101동",서울특별시,02-996-9292
514,미아삼거리점,서울 강북구 월계로 3길 68 2층,서울특별시,02-980-0401
515,광희점,"서울특별시 중구 마른내로 163,1층(광희동1가)",서울특별시,02-3273-9991
516,연희점,서울특별시 서대문구 증가로 34(연희동),서울특별시,02-325-9090
517,보문점,서울시 성북구 보문로109,서울특별시,02-953-5749
518,정릉점,"서울시 성북구 보국문로 75,102",서울특별시,02-909-5150
519,청구점,"서울시 중구 동호로12길 88(신당동,1층)",서울특별시,02-2231-5460
520,서교점,서울시 마포구 성미산로17길 84,서울특별시,02-3143-6623
521,방학점,서울시 도봉구 방학로 200-20,서울특별시,02-955-9696
522,북가좌점,서울시 서대문구 북가좌동 347-27,서울특별시,02-309-3430
523,경희대점,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)",서울특별시,02-964-9292
524,후암점,서울시 용산구 동자동 19-33,서울특별시,02-755-9595
525,염리점,서울시 마포구 숭문4길 5,서울특별시,02-713-3340
526,도화점,서울시 마포구 도화1동 25-4,서울특별시,02-702-6692
527,이태원점,서울시 용산구 이태원동 225-60,서울특별시,02-797-7689
528,응봉점,서울시 성동구 응봉동 193-118 1층,서울특별시,02-2293-3600
529,응암점,서울시 은평구 응암동 239-18,서울특별시,02-354-2646
530,역촌점,서울시 은평구 역촌동 34-1,서울특별시,02-384-8008
531,우이점,서울시 강북구 우이동 72-65,서울특별시,02-902-1870
532,수유점,서울시 강북구 수유동 310-1,서울특별시,02-997-1745
533,번동점,서울특별시 강북구 번동 411-17,서울특별시,02-994-3232
534,창동점,서울특별시 도봉구 창동 804 대우APT 상가,서울특별시,02-995-6481
535,쌍문점,서울시 도봉구 시루봉로2길 66 1층 102호,서울특별시,02-900-3301
536,녹천점,서울특별시 도봉구 창동 38-1 주공17단지상가 101,서울특별시,02-995-4236
537,월계미성점,서울시 노원구 월계동 17 미성상가 103,서울특별시,02-975-8892
538,공릉점,서울특별시 노원구 공릉동 270-70,서울특별시,02-948-7724
539,중곡점,서울시 광진구 중곡동 79-10,서울특별시,02-446-7831
540,면목점,서울시 중랑구 면목동 657-56,서울특별시,02-495-4716
541,신내점,서울시 중랑구 신내동 472-3 ,서울특별시,02-435-8438
542,공릉2점,서울특별시 노원구 공릉동 708 공릉 2단지 상가,서울특별시,02-948-7733
543,중계점,서울시 노원구 중계동 503 중계그린상가 B-107 ,서울특별시,02-971-4444
544,수락산점,"서울시 노원구 상계동 1110-6 종합상가 103,110,111호",서울특별시,02-936-4994
545,칠금봉방점,충북 충주시 연수동 1245,충청북도,043-853-9288
546,청전점,충북 제천시 숭문로20길 26(의림동),충청북도,043-648-9222
547,지현점,충북 충주시 사직산8길 22(지현동),충청북도,043-852-9991
548,이류점,충북 충주시 대소원면 대소원1길 21,충청북도,043-851-9289
549,용산점,충북 충주시 용정2길 39-1(성남동),충청북도,043-844-9292
550,연수점,충북 충주시 금릉동 708-2,충청북도,043-845-9201
551,수안보점,충북 충주시 수안보면 장터1길 19,충청북도,043-848-7278
552,부강점,충북 충주시 교현동 1087,충청북도,043-843-5163
553,금가점,충북 충주시 금가면 강수로 335,충청북도,043-853-9191
554,충북혁신도시점,충북 진천군 덕산면 연미로 87-1 상가1층,충청북도,043-534-6300
555,오창호수공원점,충청북도 청주시 청원구 오창읍 양청리 752-4 102호,충청북도,043-213-0215
556,음성점,충청북도 음성군 음성읍 시장로 43 ,충청북도,043-872-1138
557,탑동점,충청북도 청주시 상당구 탑동로1번길 104 ,충청북도,043-255-1686
558,괴산점,충청북도 괴산군 괴산읍 동부리 627-20,충청북도,043-833-9959
559,가경점,충북 청주시 가경동1137번지,충청북도,043-232-9999
560,봉명점,충청북도 청주시 흥덕구 봉명로149번길 6,충청북도,043-265-9993
561,부윤점,충청북도 음성군 대소면 대동로 515 ,충청북도,043-877-7633
562,강서점,충청북도 청주시 흥덕구 서현중로 56 ,충청북도,043-238-3382
563,감곡점,충청북도 음성군 감곡면 장감로 189 ,충청북도,043-881-5538
564,진천점,충청북도 진천군 진천읍 문화2길 12,충청북도,043-534-8292
565,복대점,충청북도 청주시 흥덕구 성봉로 267 ,충청북도,043-236-1717
566,석교점,충청북도 청주시 상당구 영운로 140 ,충청북도,043-254-2851
567,소라점,충청북도 청주시 상당구 원봉로 25 신라아파트 상가 111호,충청북도,043-293-3973
568,충북덕산점,충청북도 진천군 덕산면 초금로 757-2,충청북도,043-536-3521
569,영동점,충청북도 영동군 영동읍 영산로1길 3 ,충청북도,043-742-1213
570,옥천점,충청북도 옥천군 옥천읍 금장로 113 ,충청북도,043-733-1725
571,용산점,충청북도 영동군 용산면 용산로 307,충청북도,043-742-1212
572,배방북수점,충청남도 아산시 배방읍 배방로173번길 20-18 ,충청남도,041-541-3092
573,용화점,충청남도 아산시 온중로 20,충청남도,041-541-9292
574,신양점,충청남도 예산군 신양면 청신로 389 ,충청남도,041-331-0799
575,동문점,충청남도 서산시 한마음2로 49 ,충청남도,041-665-9777
576,서면점,충청남도 서천군 서면 서인로 361,충청남도,041-953-9282
577,석문점,충청남도 당진시 석문면 해명4로3길 34,충청남도,041-356-9700
578,강경점,충청남도 논산시 강경읍 계백로153번길 4 ,충청남도,041-745-1121
579,한진포구점,충청남도 당진시 송악읍 한진포구길 27 ,충청남도,041-358-0421
580,예산덕산점,충청남도 예산군 덕산면 봉운로 21,충청남도,041-337-5311
581,대천동점,충청남도 보령시 남대천로 73 ,충청남도,041-934-9294
582,신평점,충청남도 당진시 신평면 신평로 820,충청남도,041-362-9233
583,온양1동점,충청남도 아산시 번영로 71 ,충청남도,041-546-1077
584,논산점,충청남도 논산시 부창로100번길 13-19,충청남도,041-736-6262
585,신암점,충청남도 예산군 신암면 추사로 206,충청남도,041-332-4652
586,서천점,충청남도 서천군 서천읍 충절로29번길 18,충청남도,041-953-9259
587,신정점,충청남도 아산시 온천대로 1333번길 15,충청남도,041-549-0662
588,엄사점,충청남도 계룡시 엄사면 엄사중앙로 65-10 동아아파트 상가 106호 ,충청남도,042-840-9282
589,인주점,충청남도 아산시 인주면 현대로 1032 ,충청남도,041-533-6467
590,음암점,충청남도 서산시 음암면 상홍리 155-3 우리아파트상가 ,충청남도,041-663-1211
591,당진1점,충청남도 당진시 밤절로 103,충청남도,041-357-9205
592,웅천점,충청남도 보령시 웅천읍 장터중앙길 126 ,충청남도,041-933-2338
593,안면점,충청남도 태안군 안면읍 장터로 140-1 ,충청남도,041-674-0097
594,인지점,충청남도 서산시 인지면 무학로 1728 ,충청남도,041-669-9923
595,금산점,충청남도 금산군 금산읍 금산로 1465,충청남도,041-753-4808
596,부여점,충청남도 부여군 부여읍 석탑로 3 ,충청남도,041-832-6979
597,샘마을점,충청남도 아산시 신창면 남성길 99,충청남도,041-533-0041
598,모종점,충청남도 아산시 모종동 577-13 ,충청남도,041-544-3910
599,천북점,충청남도 보령시 천북면 하궁길 10,충청남도,041-641-2461
600,공주1점,충청남도 공주시 우금티로 755 2층 ,충청남도,041-856-5455
601,해미점,충청남도 서산시 해미면 남문1로 47 ,충청남도,041-688-6662
602,모항점,충청남도 태안군 소원면 모항파도로 113 ,충청남도,041-672-9044
603,원북점,충청남도 태안군 원북면 원이로 841-4 ,충청남도,041-672-3599
604,명지점,충청남도 서산시 대산읍 물안1로 123 ,충청남도,041-664-2564
605,두정2점,충청남도 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가 ,충청남도,041-566-1111
606,목천점,충청남도 천안시 동남구 목천읍 교천지산길 16 ,충청남도,041-558-9993
607,장재점,충청남도 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호 ,충청남도,041-534-5592
608,성거점,충청남도 천안시 서북구 성거읍 송남리 585,충청남도,041-522-0550
609,초원점,충청남도 아산시 음봉면 음봉로681번길 24 초원아파트109-101호 ,충청남도,041-531-9295
610,신방점,충청남도 천안시 동남구 수곡2길 5 ,충청남도,041-575-6236
611,청수점,충청남도 천안시 동남구 풍세로 932 ,충청남도,041-567-4241
612,입장점,충청남도 천안시 서북구 입장면 입장로 121 초원상가6-103호 ,충청남도,041-584-5694
613,쌍용봉명점,충청남도 천안시 서북구 봉서5길 18 ,충청남도,041-579-9990
614,백석점,충청남도 천안시 서북구 백석4길 12,충청남도,041-523-9288
615,쌍용월봉점,충청남도 천안시 서북구 월봉4로 140-16 월봉태영아파트상가 107호 ,충청남도,041-571-9292
616,북면중앙점,충청남도 천안시 동남구 북면 상동리 86-14 중앙아파트 상가 16호 ,충청남도,041-555-7874
617,성환점,충청남도 천안시 서북구 성환읍 성환중앙로 47 ,충청남도,041-581-9369
618,직산점,충청남도 천안시 서북구 성거읍 봉주로 111 ,충청남도,041-583-6161
619,차암공단점,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 ,충청남도,041-621-9292
620,두정1점,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 ,충청남도,041-551-3392
621,성정점,충청남도 천안시 서북구 서부16길14,충청남도,041-575-5457
622,신부점,충청남도 천안시 동남구 터미널2로 32 (신부동729번지),충청남도,041-563-9292
623,남부점,충청남도 천안시 동남구 풍세로 769-28,충청남도,041-592-9245
624,10단지점,충청남도 천안시 서북구 봉서산샛길 64 상가102호 ,충청남도,041-578-5592
625,효자점,전북 전주시 완산구 성지산로 61-4 ,전라북도,063-228-1999
626,조촌점,전북 군산시 조촌로 68 (조촌동),전라북도,063-451-7666
627,정읍수성점,전북 정읍시  중앙로95(수성동),전라북도,063-535-3773
628,익산영등점,전북 익산시 고봉로22길 31 (영등동),전라북도,063-852-9982
629,수송점,전북 군산시 월명로 305(수송동),전라북도,063-466-7666
630,산북소룡점,전북 군산시 칠성안1길 17(산북동 104호),전라북도,063-471-9282
631,미장점,전북 군산시 미장남로 36(미장동),전라북도,063-468-9282
632,미룡군산대점,전북 군산시 미제1길 6(미룡동),전라북도,063-462-9299
633,만경점,전북 김제시 만경읍 만경로 804,전라북도,063-545-3286
634,나운지곡점,전북 군산시 신평길 33-2(지곡동),전라북도,063-463-9285
635,나운1점,전북 군산시 상나운로 86(나운동),전라북도,063-463-8292
636,김제점,전북 김제시 동서로 133(요촌동),전라북도,063-542-8292
637,김제신풍점,전북 김제시 검산택지5길 21-7(검산동),전라북도,063-544-9282
638,홍농점,전남 영광군 홍농읍 홍농로 457-9,전라남도,061-356-4848
639,현산점,전남 해남군 현산면 탑동리길 5(6),전라남도,061-533-4858
640,해남화원점,전남 해남군 화원면 금평리 236-3,전라남도,061-532-1353
641,해남점,전남 해남군 해남읍 해남로 4,전라남도,061-533-3133
642,한라삼호점,전남 영암군 삼호읍 신항로 80(2층),전라남도,061-462-6636
643,하당점,전남 목포시 하당로30번길 12(상동),전라남도,061-284-2004
644,퀸스빌점,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),전라남도,061-462-9289
645,창평점,전남 담양군 창평면 의병로 137,전라남도,061-383-7900
646,진도점,전남 진도군 진도읍 남동리 쌍정2길 30,전라남도,061-542-3939
647,중동점,전남 광양시 진등길 10(중동),전라남도,061-793-8599
648,용해점,전남 목포시 용당로 271-1(용해동),전라남도,061-277-3168
649,오성점,전남 광양시 광양읍 대림오성로 112,전라남도,061-763-9550
650,영광점,전남 영광군 영광읍 중앙로2길 12-15,전라남도,061-351-9944
651,압해도,전남 신안군 압해면 압해로 889,전라남도,061-271-1618
652,안좌도점,"전남 신안군 안좌면 김환기길 1-2,1층",전라남도,061-261-8855
653,신안인스빌점,"전남 목포시 삼학로 363, 상가동 113호(용해동)",전라남도,061-277-9282
654,순천대학점,"전남 순천시 중앙로 270,1층(석현동)",전라남도,061-751-2651
655,송지점,전남 해남군 송지면 산정1길 92,전라남도,061-535-5554
656,서면용당점,전남 순천시 서면 강청길 88(1층),전라남도,061-753-8295
657,상동점,전남 목포시 상리로1번길 16(상동),전라남도,061-274-3999
658,산정점,전남 목포시 고하대로 656(산정동),전라남도,062-278-0090
659,법성점,전남 영광군 법성면  연우로4(법성리),전라남도,061-356-8185
660,미평점,전남 여수시 미평로 52 1층(미평동),전라남도,061-651-9166
661,문수점,전남 여수시 문수로 72(문수동),전라남도,061-651-3886
662,무안점,"전남 무안군 무안읍 면성2길 55(3,4)",전라남도,061-453-7077
663,동정점,전남 여수시 하멜로 18(고소동),전라남도,061-654-9292
664,돌산점,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),전라남도,061-644-2777
665,도초비금점,전남 신안군 도초면 불섬길 85-12,전라남도,061-275-6622
666,덕양점,전남 여수시 소라면 주삼덕양로 3,전라남도,061-683-8352
667,대불점,전남 영암군 삼호읍 대불주거1로5길 17,전라남도,061-462-0092
668,담양대치점,전남 담양군 대전면 추성1로 162,전라남도,061-383-2252
669,남창점,전남 해남군 북평면 볼무당길 5,전라남도,061-533-0805
670,남악점,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",전라남도,061-984-8292
671,국동점,전남 여수시 국동 994-3,전라남도,061-642-5272
672,광영점,전남 광양시 광영로 97(광영동),전라남도,061-794-9982
673,광양점,전남 광양시 광양읍 호북길22,전라남도,061-762-8154
674,곡성점,전남 곡성군 곡성읍 중앙로 141,전라남도,061-363-7870
675,강진점,전남 강진군 강진읍 영랑로3길 10,전라남도,061-434-7722
676,매곡월드점,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)",울산광역시,052-298-3005
677,천곡점,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)",울산광역시,052-292-9298
678,쌍용아진점,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)",울산광역시,052-282-9255
679,호계점,울산 북구 호계동 255-8,울산광역시,052-286-9984
680,화봉점,울산광역시 북구 두부곡 7길 1,울산광역시,052-287-9007
681,서동점(울산),"울산 중구 병영성 3길 9(서동,1층)",울산광역시,052-293-9222
682,반구점,울산 중구 화합로 395(반구동),울산광역시,052-285-0272
683,학성점,울산 중구 학성동 189-1,울산광역시,052-297-0067
684,중구점,"울산광역시 중구 동헌길 79, 1층(교동)",울산광역시,052-244-7484
685,태화점,울산 중구 신기2길 4(태화동),울산광역시,052-245-1220
686,다운점,울산광역시 중구 운곡8길 48(다운동),울산광역시,052-222-2597
687,무거점,"울산광역시 남구 신복로 13, 1층(무거동)",울산광역시,052-222-9288
688,옥동점,울산광역시 남구 문수로 369번길 10-1(옥동),울산광역시,052-269-9293
689,명촌점,"울산광역시 북구 명촌로 81, 1층(명촌동)",울산광역시,052-289-1400
690,양정점,"울산광역시 북구 염포로 555(양정동,1층)",울산광역시,052-287-9236
691,남목점,울산 동구 미포2길 50(동부동),울산광역시,052-235-9446
692,전하1호점,"울산광역시 동구 전하로 8, 1층(전하동",울산광역시,052-234-3467
693,일산점,울산광역시 동구 방어진순환도로 709(일산동),울산광역시,052-235-3133
694,방어진점,울산광역시 동구 동진2길 17(방어동),울산광역시,052-201-9338
695,삼산점,울산 남구 삼산동 삼산중로 114번로 23,울산광역시,052-260-8293
696,달동점,울산 남구 삼산로 254번길 23,울산광역시,052-257-7111
697,신정1호점,울산광역시 남구 월평로 69(신정동),울산광역시,052-261-0321
698,야음점,울산 남구 야음동 459-52,울산광역시,052-267-9292
699,야음변전소점,울산광역시 남구 처용로 26번길 10(야음동),울산광역시,052-275-4606
700,덕하점,울산광역시 울주군 청량면 삼정로 769,울산광역시,052-268-7943
701,덕신점,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호",울산광역시,052-238-1882
702,나사리점,울산광역시 울주군 서생면 나사해안길 61-1,울산광역시,052-238-3355
703,훼미리점,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,울산광역시,052-264-5848
704,언양점,울산 울주군 언양읍 남문길 14,울산광역시,052-263-9222
705,연동점,세종특별자치시 연동면 청연로 655,세종특별자치시,044-865-9911
706,전동점,세종특별자치시 전동면 운주산로 346,세종특별자치시,044-858-8883
707,남산점,부산 금정구 남산동 27-50,부산광역시,051-515-9996
708,부산외대점,부산광역시 금정구 남산로 2-1(남산동),부산광역시,051-517-9989
709,길천점,부산 기장군 장안읍 길천리 224-5,부산광역시,051-727-3097
710,좌천점,부산 기장군 장안읍 좌천리 202-6,부산광역시,051-727-0807
711,일광점,부산광역시 기장군 일광면 삼성리 33-1,부산광역시,051-722-1515
712,기장점,부산광역시 기장군 기장읍 차성로 288번길 66,부산광역시,051-721-5577
713,반송본점,부산광역시 해운대구 반송동 62-344,부산광역시,051-543-7992
714,서동점(부산),부산 금정구 서동 205-13,부산광역시,051-531-2557
715,명장2호점,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",부산광역시,051-522-9285
716,강동점,부산 강서구 강동동 112-4,부산광역시,051-971-1244
717,공항점,부산광역시 강서구 공항로 811번길 65(대저2동),부산광역시,051-971-9282
718,덕포1호점,부산광역시 사상구 사상로 326(덕포동),부산광역시,051-302-8181
719,스마트W개금점,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)",부산광역시,051-893-1116
720,개금엘지점,"부산광역시 부산진구 백양대로 309(개금동,(1층))",부산광역시,051-896-4480
721,개금주공점,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)",부산광역시,051-891-2577
722,금곡점,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)",부산광역시,051-361-4148
723,화명점,부산 북구 화명1동 1130-9,부산광역시,051-341-3392
724,구포1호점,부산광역시 북구 구포시장길 44(구포동),부산광역시,051-337-7377
725,구포3호점,부산광역시 북구 시랑로 72-1(구포동),부산광역시,051-336-1244
726,덕천점,부산 북구 덕천동 의성로 115번길 3,부산광역시,051-338-9977
727,만덕점,부산 북구 만덕2로 32(만덕동),부산광역시,051-331-5877
728,온천장점,부산광역시 동래구 금강로 90(온천동),부산광역시,051-556-9233
729,장전점,부산광역시 금정구 금정로 149번길 8(장전동),부산광역시,051-583-6262
730,미남점,"부산광역시 동래구 여고북로 109 (온천동,1층)",부산광역시,051-503-8292
731,사직국민시장점,"부산광역시 동래구 사직북로 63번길 33-1,1층(사직동)",부산광역시,051-501-1812
732,사직운동장점,"부산광역시 동래구 여고로 7, 1층(사직동)",부산광역시,051-505-9283
733,거제점,부산 연제구 아시아드대로 46번길 7(거제동),부산광역시,051-502-9943
734,연산본점,부산광역시 연제구 쌍미천로 126(연산동),부산광역시,051-851-1253
735,망미배산점,부산 연제구 망미1동 831-26번지,부산광역시,051-751-0026
736,전포점,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)",부산광역시,051-804-9280
737,범천점,부산광역시 부산진구 범천1동 850-1,부산광역시,051-637-8222
738,문현2호점,부산광역시 남구 전포대로 77번길 9-2(문현동),부산광역시,051-631-2568
739,못골점,부산 남구 대연동 1604-8,부산광역시,051-646-6077
740,문현점,부산 남구 문현동 351-6,부산광역시,051-635-9294
741,감만점,부산 남구 감만동 146-1,부산광역시,051-631-9288
742,대연점,부산광역시 남구 석포로 79(대연동),부산광역시,051-622-9254
743,용호시장점,"부산광역시 남구 용호로 190, 1층(용호동)",부산광역시,051-623-0202
744,용호점,부산광역시 남구 동명로 121(용호동),부산광역시,051-611-9201
745,경성부경대점,부산 남구 대연3동 555-7,부산광역시,051-622-2345
746,대연1호점,부산 남구 대연동 290-11,부산광역시,051-625-1331
747,남천점,"부산광역시 수영구 남천동로 7, 1층(남천동,장우빌딩)",부산광역시,051-624-9282
748,광안점,부산 수영구 광안동  537-2 ,부산광역시,051-757-7781
749,수비점,"부산광역시 해운대구 해운대로 383번 가길 19, 101호(우동, 삼진그린아파트상가)",부산광역시,051-818-7272
750,송정점,부산 해운대구 송정동 200-19,부산광역시,051-704-7977
751,신도시2호점,부산 해운대구 좌동 1288 대동타운분산상가 203,부산광역시,051-701-3331
752,우동1호점,부산 해운대구 우동1로 58(우동),부산광역시,051-742-7860
753,수영점,부산광역시 수영구 수영로 725번길 14(수영동),부산광역시,051-757-4004
754,망미점,부산광역시 수영구 구락로 85-2,부산광역시,051-758-7747
755,재송점,부산광역시 해운대구 재송1로 54,부산광역시,051-784-1801
756,장산점,부산 해운대구 반여동 재반로 242번길 20,부산광역시,051-782-3392
757,반여점,부산광역시 해운대구 반여로 167번길 70(반여동),부산광역시,051-524-0238
758,안락점,부산광역시 동래구 충렬대로 428번길 50(안락동),부산광역시,051-525-1105
759,연산토곡점,부산광역시 연제구 과정로 269-1(연산동),부산광역시,051-868-9011
760,학장점,부산 사상구 학장동 574-111 삼성아파트상가 1-102,부산광역시,051-316-1999
761,하단1호점,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)",부산광역시,051-293-9266
762,가락새신평점,부산 사하구 하신번영로 171(신평동) 31,부산광역시,051-201-3101
763,장림점,부산 사하구 장림동 604-209,부산광역시,051-264-5959
764,다대자유점,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)",부산광역시,051-261-9955
765,다대점,부산광역시 사하구 다대로 397(다대동),부산광역시,051-263-5567
766,신평점,부산 사하구 신평1동 33-168  24/1,부산광역시,051-206-1097
767,당리점,부산 사하구 당리동 324-27,부산광역시,051-294-8292
768,괴정1호점,부산 사하구 까치고개로 10(괴정동),부산광역시,051-207-7227
769,동해점,부산 서구 남부민동 33-6 흥아맨션 307호 ,부산광역시,051-255-8228
770,감천점,"부산광역시 사하구 감천로 111, 1층(감천동)",부산광역시,051-201-1235
771,동삼점,부산광역시 영도구 동삼로 77(동삼동),부산광역시,051-404-9282
772,청학점,"부산광역시 영도구 청학로 32, 4층 2호(청학동)",부산광역시,051-413-4423
